step,min,max,mean,std,median,skewness,kurtosis,p01,p05,p10,p25,p50,p75,p90,p95,p99,p999,iqr,spread_99_01,void_frac_8.5,void_frac_8.0,peak_frac_12.0,peak_frac_13.5,total_voxels
10,7.953399658203125,13.899628639221191,9.463851928710938,0.44127270579338074,9.427452087402344,0.716914176940918,1.604764461517334,8.589071273803711,8.813825273513794,8.941076374053955,9.165538787841797,9.427451610565186,9.713793754577637,10.023681545257569,10.240647745132446,10.732960138320923,11.49286653137213,0.5482549667358398,2.143888864517212,0.4511833190917969,0.00057220458984375,0.023794174194335938,9.5367431640625e-05,2097152
11,7.950663089752197,13.88027286529541,9.46187973022461,0.44210878014564514,9.425413131713867,0.7166571617126465,1.600783348083496,8.585618991851806,8.810571670532227,8.93802547454834,9.162980079650879,9.425412654876709,9.712315559387207,10.022835731506348,10.240113401412964,10.733313236236572,11.49309344100956,0.5493354797363281,2.147694244384766,0.4657268524169922,0.0006198883056640625,0.024127960205078125,0.0001430511474609375,2097152
12,7.947946071624756,13.846930503845215,9.45991039276123,0.44294044375419617,9.423301696777344,0.7163720726966858,1.5967588424682617,8.582189617156983,8.807548713684081,8.935133934020996,9.160406589508057,9.423301696777344,9.710943222045898,10.02196969985962,10.23960919380188,10.733912782669067,11.495040335655265,0.5505366325378418,2.1517231655120845,0.48065185546875,0.0006198883056640625,0.024175643920898438,0.00019073486328125,2097152
13,7.945323944091797,13.784008979797363,9.457996368408203,0.4437444508075714,9.421255111694336,0.7160936594009399,1.5928616523742676,8.578865633010864,8.804569339752197,8.932338047027589,9.157848119735718,9.421255111694336,9.709563493728638,10.021137142181397,10.239176034927368,10.735079689025879,11.494755276680046,0.5517153739929199,2.156214056015015,0.4956245422363281,0.0007152557373046875,0.023889541625976562,0.0002384185791015625,2097152
14,7.942774772644043,13.797572135925293,9.456127166748047,0.4445272386074066,9.419256210327148,0.7158154845237732,1.5890893936157227,8.575706014633178,8.801667213439941,8.929492950439453,9.15532398223877,9.41925573348999,9.708186388015747,10.020452404022217,10.238957118988036,10.735640954971313,11.493254177093554,0.5528624057769775,2.1599349403381343,0.5126953125,0.000762939453125,0.0240325927734375,0.0002384185791015625,2097152
15,7.94025993347168,13.814352035522461,9.45427417755127,0.44530045986175537,9.417279243469238,0.7155526280403137,1.5854272842407227,8.572512683868409,8.798753309249879,8.926758861541748,9.152926445007324,9.417279243469238,9.706745386123657,10.019559764862061,10.23851957321167,10.736578903198243,11.492309789657634,0.553818941116333,2.1640662193298343,0.528717041015625,0.0008106231689453125,0.024557113647460938,0.0002384185791015625,2097152
16,7.937802314758301,13.88107967376709,9.452448844909668,0.4460606575012207,9.415352821350098,0.715309739112854,1.581972599029541,8.569119472503662,8.795784091949463,8.923990249633789,9.150507688522339,9.415352821350098,9.705334663391113,10.01880931854248,10.238143920898438,10.737119522094726,11.49332563686379,0.5548269748687744,2.1680000495910647,0.5436897277832031,0.0010013580322265625,0.024509429931640625,0.000286102294921875,2097152
17,7.935420513153076,13.954193115234375,9.450671195983887,0.44680070877075195,9.413427352905273,0.715122401714325,1.5788497924804688,8.56604579925537,8.792919158935547,8.921339130401611,9.148115158081055,9.413426876068115,9.703973293304443,10.018114948272705,10.23770875930786,10.737370281219482,11.496566014289863,0.5558581352233887,2.1713244819641115,0.5597591400146484,0.0011444091796875,0.024890899658203125,0.000286102294921875,2097152
18,7.93308687210083,14.013311386108398,9.448923110961914,0.447529673576355,9.41158676147461,0.7149621844291687,1.5759663581848145,8.563117570877075,8.790086603164672,8.918718433380127,9.14586067199707,9.41158676147461,9.702625274658203,10.017377758026123,10.237375164031983,10.737795238494872,11.494308792114268,0.5567646026611328,2.1746776676177966,0.5752086639404297,0.001239776611328125,0.024700164794921875,0.0002384185791015625,2097152
19,7.930636882781982,14.060798645019531,9.447162628173828,0.4482623338699341,9.409677505493164,0.7148382663726807,1.5732965469360352,8.560182104110718,8.787294483184814,8.91609001159668,9.143592596054077,9.409677505493164,9.701332092285156,10.016625213623048,10.23700852394104,10.738740301132202,11.495757050514268,0.5577394962310791,2.1785581970214842,0.5906105041503906,0.001430511474609375,0.02498626708984375,0.0002384185791015625,2097152
20,7.928140163421631,14.09740161895752,9.445394515991211,0.4489968419075012,9.407814979553223,0.714708685874939,1.5707173347473145,8.557322988510132,8.784463453292847,8.913396835327148,9.141249179840088,9.407814979553223,9.700109958648682,10.01584234237671,10.236601305007934,10.739320116043091,11.495729013443048,0.5588607788085938,2.1819971275329593,0.6069660186767578,0.00152587890625,0.025129318237304688,0.0002384185791015625,2097152
21,7.925707817077637,14.115283966064453,9.44366455078125,0.44971415400505066,9.406028747558594,0.7146238088607788,1.5684089660644531,8.554299077987672,8.781684017181396,8.9108097076416,9.13890266418457,9.406028747558594,9.698814392089844,10.015056610107422,10.236045742034912,10.739922933578491,11.496932244300845,0.5599117279052734,2.185623855590819,0.6230831146240234,0.001621246337890625,0.025177001953125,0.0002384185791015625,2097152
22,7.923305511474609,14.113986015319824,9.441953659057617,0.4504222869873047,9.404144287109375,0.7145367860794067,1.5662012100219727,8.551495141983033,8.779020071029663,8.908302497863769,9.136690139770508,9.404143810272217,9.69748044013977,10.014365196228027,10.235342264175415,10.73989815711975,11.498007377624514,0.5607903003692627,2.1884030151367178,0.6398677825927734,0.001621246337890625,0.02536773681640625,0.0003337860107421875,2097152
23,7.920933246612549,14.101694107055664,9.44025993347168,0.45112165808677673,9.402336120605469,0.7144577503204346,1.5640368461608887,8.548413763046264,8.776385831832886,8.905836200714111,9.13450574874878,9.402336597442627,9.696346282958984,10.013721370697022,10.23474736213684,10.74015664100647,11.499561692237892,0.5618405342102051,2.1917428779602055,0.6576061248779297,0.0017642974853515625,0.025272369384765625,0.000286102294921875,2097152
24,7.918581008911133,14.07986068725586,9.438575744628906,0.45181533694267273,9.400591850280762,0.7143692374229431,1.5618081092834473,8.545685377120972,8.773853397369384,8.903358459472656,9.132283210754395,9.400591850280762,9.695191860198975,10.012929916381836,10.234518051147461,10.740576248168946,11.50002883243564,0.5629086494445801,2.194890871047974,0.675201416015625,0.001811981201171875,0.025510787963867188,0.0002384185791015625,2097152
25,7.916214942932129,14.050504684448242,9.436878204345703,0.4525129497051239,9.3988037109375,0.7142801284790039,1.559493064880371,8.542850570678711,8.771063470840454,8.900859928131103,9.130043029785156,9.3988037109375,9.693900108337402,10.012307834625245,10.234144973754884,10.740193815231324,11.500193443298365,0.5638570785522461,2.197343244552613,0.6927490234375,0.0018596649169921875,0.025701522827148438,0.000286102294921875,2097152
26,7.913885116577148,14.014514923095703,9.435202598571777,0.4532015025615692,9.397013664245605,0.7141793370246887,1.5571370124816895,8.53995439529419,8.768419456481933,8.89838523864746,9.127825736999512,9.397013664245605,9.69272255897522,10.01154193878174,10.233896684646606,10.740411701202392,11.500842645645161,0.564896821975708,2.200457305908202,0.7110595703125,0.0019550323486328125,0.025606155395507812,0.0003337860107421875,2097152
27,7.911585330963135,13.999435424804688,9.43354320526123,0.4538815915584564,9.395286560058594,0.7140647172927856,1.5546188354492188,8.537153978347778,8.765850591659547,8.895880794525146,9.125747442245483,9.395286083221436,9.691411018371582,10.01083927154541,10.233392763137816,10.740334434509277,11.49974461841587,0.5656635761260986,2.2031804561614994,0.7304191589355469,0.002002716064453125,0.025415420532226562,0.0003337860107421875,2097152
28,7.9092912673950195,14.016274452209473,9.431886672973633,0.45455875992774963,9.39349365234375,0.7139114737510681,1.551835060119629,8.534269351959228,8.763119268417359,8.893431663513184,9.123663902282715,9.39349365234375,9.690190315246582,10.010199356079102,10.232816410064697,10.741015901565552,11.50163611221323,0.5665264129638672,2.206746549606324,0.7490634918212891,0.00209808349609375,0.025606155395507812,0.0003337860107421875,2097152
29,7.906978607177734,14.013500213623047,9.43021297454834,0.4552423655986786,9.391691207885742,0.7137474417686462,1.5489411354064941,8.531364049911499,8.760469532012939,8.890945434570312,9.12144160270691,9.391690731048584,9.688905715942383,10.009367942810059,10.23220772743225,10.741800756454468,11.502909331321732,0.5674641132354736,2.2104367065429695,0.7679939270019531,0.00209808349609375,0.025415420532226562,0.000286102294921875,2097152
30,7.9046525955200195,13.975410461425781,9.42852783203125,0.45593005418777466,9.389944076538086,0.7135716080665588,1.545903205871582,8.528440065383911,8.757686281204224,8.888464069366455,9.119279861450195,9.389944553375244,9.687731742858887,10.008646774291993,10.23146686553955,10.742307205200195,11.503682117462162,0.5684518814086914,2.2138671398162835,0.7868766784667969,0.0022411346435546875,0.025415420532226562,0.0003337860107421875,2097152
31,7.9023213386535645,14.006437301635742,9.42683219909668,0.4566197395324707,9.38818359375,0.7133907675743103,1.542712688446045,8.525605688095093,8.755114221572876,8.885827159881591,9.117049932479858,9.38818359375,9.686408519744873,10.007935142517091,10.23098840713501,10.74290322303772,11.503185241699255,0.5693585872650146,2.2172975349426274,0.8088111877441406,0.0022411346435546875,0.025224685668945312,0.0003337860107421875,2097152
32,7.900027751922607,14.03303337097168,9.425161361694336,0.4572986662387848,9.386411666870117,0.7132056951522827,1.5394978523254395,8.52290020942688,8.75237421989441,8.883285617828369,9.114829540252686,9.386411666870117,9.685190439224243,10.007194328308106,10.230467319488525,10.743700437545776,11.503782269477853,0.5703608989715576,2.2208002281188968,0.8319377899169922,0.002288818359375,0.0247955322265625,0.0003337860107421875,2097152
33,7.89774227142334,14.037572860717773,9.423490524291992,0.4579758942127228,9.384618759155273,0.7130153179168701,1.5361886024475098,8.520175638198852,8.749643850326539,8.880788040161132,9.112660884857178,9.384618759155273,9.684080362319946,10.006508731842041,10.229773426055909,10.743613166809082,11.503225638389623,0.5714194774627686,2.22343752861023,0.8505821228027344,0.0024318695068359375,0.024700164794921875,0.0004291534423828125,2097152
34,7.895421981811523,14.114013671875,9.42178726196289,0.45866405963897705,9.382806777954102,0.7128300070762634,1.5327587127685547,8.517265882492065,8.74700927734375,8.878252983093262,9.110461950302124,9.38280725479126,9.682816505432129,10.005783081054688,10.229277086257934,10.744387845993042,11.50568574047092,0.5723545551300049,2.227121963500977,0.8707046508789062,0.0024318695068359375,0.02460479736328125,0.0003814697265625,2097152
35,7.89306116104126,14.175176620483398,9.420049667358398,0.45936402678489685,9.380918502807617,0.7126338481903076,1.5292611122131348,8.51421124458313,8.744297552108765,8.875701141357421,9.10817813873291,9.380918502807617,9.681445121765137,10.00490827560425,10.228915977478028,10.745018939971924,11.507099655151471,0.5732669830322266,2.230807695388794,0.8922100067138672,0.0025272369384765625,0.024938583374023438,0.0004291534423828125,2097152
36,7.890766620635986,14.221165657043457,9.41835880279541,0.46004611253738403,9.37913703918457,0.7124761939048767,1.5259943008422852,8.51134253501892,8.741692113876343,8.873117446899414,9.105937957763672,9.37913703918457,9.680291414260864,10.004200839996338,10.22840437889099,10.745012502670289,11.508916365623485,0.5743534564971924,2.233669967651368,0.9131908416748047,0.0026226043701171875,0.024557113647460938,0.0004291534423828125,2097152
37,7.8885369300842285,14.252866744995117,9.416711807250977,0.4607115387916565,9.37739372253418,0.7123587131500244,1.5230321884155273,8.508506364822388,8.738944578170777,8.87067699432373,9.103793859481812,9.377393245697021,9.679154396057129,10.003492832183838,10.22795786857605,10.745265636444092,11.508358731269912,0.5753605365753174,2.236759271621704,0.9345054626464844,0.0026702880859375,0.024890899658203125,0.000476837158203125,2097152
38,7.88631534576416,14.276098251342773,9.415064811706543,0.46137523651123047,9.375646591186523,0.7122772932052612,1.5203452110290527,8.505799798965453,8.736309051513672,8.868167304992676,9.101725578308105,9.375646114349365,9.677857398986816,10.002781677246094,10.227577447891235,10.745506019592284,11.510126771927006,0.5761318206787109,2.2397062206268306,0.9555816650390625,0.002765655517578125,0.02460479736328125,0.000476837158203125,2097152
39,7.884063243865967,14.296731948852539,9.413390159606934,0.4620489776134491,9.373842239379883,0.712221086025238,1.5177927017211914,8.50295639038086,8.73361120223999,8.865711212158203,9.099520683288574,9.373842716217041,9.676696062088013,10.002040576934816,10.227244186401368,10.74604700088501,11.509200922012335,0.5771753787994385,2.243090610504151,0.9757518768310547,0.002765655517578125,0.024843215942382812,0.000476837158203125,2097152
40,7.88184118270874,14.31090259552002,9.41173267364502,0.4627152979373932,9.372136116027832,0.7122195363044739,1.515625,8.500262336730957,8.731061506271363,8.863259410858154,9.097400665283203,9.372136116027832,9.675437211990356,10.001270198822022,10.226800298690796,10.746194295883178,11.511690035820047,0.5780365467071533,2.2459319591522213,0.9979248046875,0.00286102294921875,0.024843215942382812,0.000476837158203125,2097152
41,7.879631519317627,14.320550918579102,9.41008186340332,0.46337923407554626,9.370429992675781,0.7122349739074707,1.5136055946350098,8.497275371551513,8.728544425964355,8.860928535461426,9.095252752304077,9.37043046951294,9.674230813980103,10.000422191619874,10.226248645782471,10.746401205062867,11.513705036163334,0.5789780616760254,2.2491258335113535,1.0235786437988281,0.00286102294921875,0.025081634521484375,0.000476837158203125,2097152
42,7.877451419830322,14.320372581481934,9.408451080322266,0.4640370309352875,9.368770599365234,0.712303876876831,1.5120296478271484,8.494377641677856,8.725923633575439,8.858439540863037,9.09308671951294,9.368770122528076,9.673027992248535,9.999726295471191,10.225694131851196,10.747214574813842,11.515853555679328,0.5799412727355957,2.2528369331359865,1.0483264923095703,0.0029087066650390625,0.025606155395507812,0.0005245208740234375,2097152
43,7.875244140625,14.31173038482666,9.406791687011719,0.46470364928245544,9.367037773132324,0.712401270866394,1.5105624198913574,8.491577634811401,8.723252391815185,8.855991458892822,9.090875387191772,9.367037773132324,9.67167854309082,9.99888973236084,10.225010585784911,10.747967662811279,11.51623594570165,0.5808031558990479,2.2563900279998776,1.0729312896728516,0.0030517578125,0.0255584716796875,0.000476837158203125,2097152
44,7.8730292320251465,14.345205307006836,9.405122756958008,0.4653743803501129,9.365291595458984,0.7125011682510376,1.509138584136963,8.488781967163085,8.720757579803466,8.853557777404784,9.088688135147095,9.365292072296143,9.670427322387695,9.998271465301514,10.224803400039672,10.748792104721069,11.518470815658576,0.5817391872406006,2.260010137557984,1.0973930358886719,0.0031948089599609375,0.025463104248046875,0.000476837158203125,2097152
45,7.87089204788208,14.370972633361816,9.403507232666016,0.46602481603622437,9.363578796386719,0.7126421928405762,1.5079712867736816,8.486151266098023,8.718154907226562,8.851240158081055,9.086568832397461,9.363578796386719,9.669261693954468,9.997464752197267,10.224428081512452,10.749437236785889,11.520593734741258,0.5826928615570068,2.263285970687866,1.121377944946289,0.0034332275390625,0.025510787963867188,0.0004291534423828125,2097152
46,7.868770599365234,14.392045974731445,9.401899337768555,0.46667176485061646,9.361845970153809,0.7128138542175293,1.5069494247436523,8.483409414291382,8.715589094161988,8.849023914337158,9.084468364715576,9.361845970153809,9.66799283027649,9.996728801727295,10.223914051055909,10.749815711975097,11.520761043548625,0.5835244655609131,2.266406297683716,1.1448860168457031,0.003528594970703125,0.0255584716796875,0.000476837158203125,2097152
47,7.866615295410156,14.410528182983398,9.400260925292969,0.4673301577568054,9.360208511352539,0.7130041718482971,1.5059704780578613,8.480608043670655,8.712981224060059,8.846616744995117,9.082352638244629,9.360208988189697,9.66668176651001,9.996094608306885,10.22347812652588,10.749914445877074,11.521592430114792,0.5843291282653809,2.2693064022064195,1.170969009399414,0.0038623809814453125,0.025033950805664062,0.0005245208740234375,2097152
48,7.864500045776367,14.377053260803223,9.398649215698242,0.4679775536060333,9.358530044555664,0.7132083177566528,1.505235195159912,8.477840423583984,8.710395812988281,8.844224071502685,9.08028793334961,9.358530521392822,9.665460586547852,9.995491790771485,10.223072052001953,10.750196523666382,11.522243570327763,0.5851726531982422,2.2723561000823977,1.1962413787841797,0.0041961669921875,0.024747848510742188,0.0005245208740234375,2097152
49,7.862370491027832,14.34953498840332,9.397021293640137,0.4686301648616791,9.35676383972168,0.7134243249893188,1.5044341087341309,8.475197324752807,8.707779455184937,8.841788291931152,9.078220129013062,9.35676383972168,9.664138078689575,9.994763374328613,10.222582817077637,10.75028561592102,11.523039456367497,0.5859179496765137,2.2750882911682133,1.2220382690429688,0.004291534423828125,0.024890899658203125,0.0005245208740234375,2097152
50,7.860265254974365,14.326860427856445,9.39540958404541,0.46927642822265625,9.355071067810059,0.7136427164077759,1.5036425590515137,8.47254137992859,8.705288553237915,8.839366054534912,9.076139450073242,9.355071067810059,9.662914752960205,9.993925094604492,10.222196483612061,10.750731048583983,11.524123270034824,0.5867753028869629,2.2781896686553935,1.2495994567871094,0.004482269287109375,0.024938583374023438,0.0005245208740234375,2097152
51,7.8581953048706055,14.307496070861816,9.393819808959961,0.4699134826660156,9.353404998779297,0.7138919234275818,1.5030145645141602,8.469976987838745,8.702895164489746,8.837081909179688,9.074082374572754,9.353404521942139,9.661688804626465,9.993140029907227,10.221755266189575,10.751324090957642,11.526041527748127,0.5876064300537109,2.2813471031188968,1.2764453887939453,0.0047206878662109375,0.025463104248046875,0.00057220458984375,2097152
52,7.856132984161377,14.295928001403809,9.392230987548828,0.47054898738861084,9.351747512817383,0.7141526341438293,1.502467155456543,8.467256565093994,8.70044665336609,8.83476448059082,9.072004318237305,9.351747035980225,9.66046929359436,9.992366790771484,10.22130651473999,10.752081251144409,11.527420899391197,0.5884649753570557,2.284824686050415,1.3031482696533203,0.0049114227294921875,0.0255584716796875,0.00057220458984375,2097152
53,7.854108810424805,14.321670532226562,9.390666961669922,0.471172571182251,9.35011100769043,0.7144176363945007,1.5019636154174805,8.46478666305542,8.698183059692383,8.832451820373535,9.070011615753174,9.350110530853271,9.659213542938232,9.99173526763916,10.220870018005371,10.752635898590087,11.530043612480185,0.5892019271850586,2.287849235534667,1.3289928436279297,0.0051021575927734375,0.025987625122070312,0.0005245208740234375,2097152
54,7.852069854736328,14.3432035446167,9.389089584350586,0.47179940342903137,9.348426818847656,0.7146715521812439,1.5014457702636719,8.462071104049683,8.69575309753418,8.83009729385376,9.067893505096436,9.348427295684814,9.657953262329102,9.990922832489014,10.220411205291748,10.753368368148802,11.53094171524052,0.590059757232666,2.2912972640991196,1.3588905334472656,0.0051021575927734375,0.025606155395507812,0.0005245208740234375,2097152
55,7.849986553192139,14.362563133239746,9.387472152709961,0.4724411964416504,9.346708297729492,0.7149233222007751,1.5008649826049805,8.459379215240478,8.693184852600098,8.82761878967285,9.065781593322754,9.34670877456665,9.656732559204102,9.990170288085938,10.220070219039917,10.753279399871825,11.531048899650576,0.5909509658813477,2.2939001846313474,1.3878345489501953,0.0051975250244140625,0.026035308837890625,0.0005245208740234375,2097152
56,7.84790563583374,14.380295753479004,9.38585090637207,0.4730837047100067,9.34500503540039,0.7151872515678406,1.5003399848937988,8.4567356300354,8.690777015686034,8.825284004211426,9.063713073730469,9.345004558563232,9.655430793762207,9.98939323425293,10.219574308395385,10.75363052368164,11.53245562839512,0.5917177200317383,2.2968948936462397,1.4189720153808594,0.005435943603515625,0.0270843505859375,0.000476837158203125,2097152
57,7.845839500427246,14.407641410827637,9.384237289428711,0.4737216830253601,9.343317031860352,0.71543949842453,1.4997711181640625,8.454069719314575,8.688245964050292,8.822997093200684,9.06169319152832,9.34331750869751,9.65418004989624,9.98862533569336,10.21912956237793,10.753726301193238,11.531682005882288,0.5924868583679199,2.299656581878663,1.4481067657470703,0.0054836273193359375,0.0270843505859375,0.00057220458984375,2097152
58,7.84380578994751,14.430631637573242,9.38264274597168,0.4743499159812927,9.341636657714844,0.7156895995140076,1.499223232269287,8.451404609680175,8.685864448547363,8.820632934570312,9.059632301330566,9.341636180877686,9.652932405471802,9.987767124176026,10.218465518951415,10.754095220565796,11.532655617713951,0.5933001041412354,2.3026906108856213,1.478433609008789,0.0057220458984375,0.02727508544921875,0.00057220458984375,2097152
59,7.84175968170166,14.45093059539795,9.381032943725586,0.47498220205307007,9.33997631072998,0.7159423828125,1.4987077713012695,8.4488592338562,8.683338689804078,8.818353176116943,9.057567358016968,9.33997631072998,9.651683807373047,9.986977481842041,10.217904949188233,10.754111804962157,11.534746786117593,0.5941164493560791,2.3052525711059566,1.50909423828125,0.006008148193359375,0.027513504028320312,0.0005245208740234375,2097152
60,7.839566230773926,14.46873664855957,9.37942886352539,0.4756106436252594,9.338285446166992,0.7161774635314941,1.4981532096862793,8.446083593368531,8.68092589378357,8.815917205810546,9.055553436279297,9.338285446166992,9.650501251220703,9.98616304397583,10.217193508148194,10.754289970397949,11.535817072868351,0.5949478149414062,2.3082063770294177,1.5375137329101562,0.006103515625,0.027513504028320312,0.00057220458984375,2097152
61,7.837292671203613,14.484944343566895,9.377798080444336,0.4762480556964874,9.336523056030273,0.7164040207862854,1.4975366592407227,8.443163890838623,8.678379583358765,8.813513469696044,9.053514242172241,9.336522579193115,9.649123430252075,9.985350227355958,10.216811323165894,10.755124969482422,11.537926097869875,0.595609188079834,2.311961078643799,1.5688896179199219,0.0062465667724609375,0.027370452880859375,0.0005245208740234375,2097152
62,7.835084915161133,14.498096466064453,9.37621021270752,0.4768679141998291,9.334821701049805,0.7166377902030945,1.4970283508300781,8.440499458312988,8.67585277557373,8.811217403411865,9.051500082015991,9.334822177886963,9.647869110107422,9.98472661972046,10.216344833374023,10.755044946670532,11.538777025222785,0.5963690280914307,2.3145454883575436,1.6010761260986328,0.006389617919921875,0.0270843505859375,0.0005245208740234375,2097152
63,7.832882881164551,14.508368492126465,9.374618530273438,0.47748589515686035,9.333154678344727,0.7168609499931335,1.4964179992675781,8.437900619506836,8.673385190963746,8.808835983276367,9.049437522888184,9.333155155181885,9.646618843078613,9.983856868743898,10.215733003616332,10.755010938644409,11.54082865047455,0.5971813201904297,2.317110319137573,1.631927490234375,0.0067234039306640625,0.0274658203125,0.00057220458984375,2097152
64,7.8306756019592285,14.516608238220215,9.373021125793457,0.4781048595905304,9.331427574157715,0.7170431017875671,1.495697021484375,8.435140705108642,8.670966148376465,8.806427192687988,9.047390699386597,9.331427574157715,9.64534616470337,9.983044624328615,10.215357065200806,10.755669927597046,11.542787926673897,0.5979554653167725,2.3205292224884033,1.6632080078125,0.0069141387939453125,0.028085708618164062,0.0006198883056640625,2097152
65,7.828431129455566,14.523069381713867,9.371435165405273,0.47871696949005127,9.329665184020996,0.7172071933746338,1.4949007034301758,8.432434101104736,8.668484687805176,8.80410385131836,9.045366287231445,9.329665184020996,9.64413857460022,9.982171058654785,10.21476502418518,10.755312280654907,11.543153819084212,0.5987722873687744,2.3228781795501714,1.6932487487792969,0.0070095062255859375,0.028324127197265625,0.00057220458984375,2097152
66,7.826096057891846,14.474987030029297,9.369832992553711,0.4793325662612915,9.327951431274414,0.7173603177070618,1.494093418121338,8.429691371917725,8.665995693206787,8.801733112335205,9.043342113494873,9.327950954437256,9.642902612686157,9.981443309783936,10.21431107521057,10.755237503051758,11.545529634475711,0.5995604991912842,2.3255461311340326,1.7247676849365234,0.0072002410888671875,0.028514862060546875,0.00057220458984375,2097152
67,7.823810577392578,14.437871932983398,9.368265151977539,0.4799347519874573,9.326337814331055,0.7174948453903198,1.4932332038879395,8.42715027809143,8.66358470916748,8.799544334411621,9.0413179397583,9.326337337493896,9.641661643981934,9.980692863464355,10.213792276382446,10.755130262374879,11.548613186836247,0.6003437042236328,2.3279799842834485,1.7588615417480469,0.007343292236328125,0.02841949462890625,0.0006198883056640625,2097152
68,7.821531295776367,14.407227516174316,9.366698265075684,0.48053503036499023,9.324722290039062,0.7176300883293152,1.4923605918884277,8.424680471420288,8.661115217208863,8.797283363342284,9.03939700126648,9.324722290039062,9.6404447555542,9.979891586303712,10.213407850265503,10.755102262496948,11.552188672065745,0.6010477542877197,2.3304217910766596,1.7932415008544922,0.0077724456787109375,0.028085708618164062,0.0006198883056640625,2097152
