step,min,max,mean,std,median,skewness,kurtosis,p01,p05,p10,p25,p50,p75,p90,p95,p99,p999,iqr,spread_99_01,void_frac_8.5,void_frac_8.0,peak_frac_12.0,peak_frac_13.5,total_voxels
69,7.8192362785339355,14.381308555603027,9.365118026733398,0.4811387062072754,9.323047637939453,0.7177484631538391,1.4913883209228516,8.422124881744384,8.658728885650635,8.795016670227051,9.037403583526611,9.323047637939453,9.639197826385498,9.979124069213867,10.21309757232666,10.755247936248779,11.55291924381256,0.6017942428588867,2.3331230545043944,1.8251895904541016,0.007963180541992188,0.028133392333984375,0.000667572021484375,2097152
70,7.816956520080566,14.359134674072266,9.36354923248291,0.4817352890968323,9.321434020996094,0.7178379893302917,1.490309238433838,8.419631509780883,8.65633020401001,8.79273509979248,9.035475492477417,9.321433544158936,9.638011932373047,9.978436946868896,10.21264190673828,10.755413742065429,11.555311267852804,0.6025364398956299,2.3357822322845454,1.861572265625,0.008249282836914062,0.028276443481445312,0.000667572021484375,2097152
71,7.814703941345215,14.34714412689209,9.3619966506958,0.48232346773147583,9.319787979125977,0.7178997993469238,1.489114761352539,8.417172060012817,8.654018926620484,8.79051694869995,9.033482551574707,9.319788455963135,9.63676929473877,9.9776123046875,10.212087106704711,10.755388422012329,11.5581899623871,0.6032867431640625,2.338216361999512,1.896810531616211,0.008487701416015625,0.028181076049804688,0.000667572021484375,2097152
72,7.812417984008789,14.35480785369873,9.360416412353516,0.48291927576065063,9.318155288696289,0.7179590463638306,1.4878058433532715,8.414550895690917,8.651535129547119,8.788300609588623,9.031507015228271,9.318155765533447,9.635473489761353,9.9767484664917,10.211455249786377,10.755268077850342,11.560862429618846,0.603966474533081,2.340717182159425,1.9309520721435547,0.008821487426757812,0.02841949462890625,0.000667572021484375,2097152
73,7.810110092163086,14.358414649963379,9.358819961547852,0.48351940512657166,9.316450119018555,0.7180017232894897,1.4864511489868164,8.411964416503906,8.649036407470703,8.785938358306884,9.029480934143066,9.316450119018555,9.634217977523804,9.975905132293702,10.21097936630249,10.754932737350464,11.56006436157229,0.6047370433807373,2.3429683208465573,1.9645214080810547,0.00896453857421875,0.027799606323242188,0.0006198883056640625,2097152
74,7.8078155517578125,14.358047485351562,9.357229232788086,0.4841156005859375,9.31482982635498,0.718044102191925,1.4850740432739258,8.40938190460205,8.646541595458984,8.783646583557129,9.027470827102661,9.31482982635498,9.633044242858887,9.975088787078858,10.210655546188354,10.754754753112792,11.560261902809152,0.6055734157562256,2.345372848510742,1.9989490509033203,0.009107589721679688,0.027608871459960938,0.0006198883056640625,2097152
75,7.805536270141602,14.354108810424805,9.355648040771484,0.4847068190574646,9.313163757324219,0.7180697321891785,1.4836616516113281,8.40682499885559,8.644068717956543,8.781441783905029,9.02544093132019,9.31316328048706,9.631768226623535,9.974302291870119,10.210128784179688,10.754724407196045,11.561420701026943,0.6063272953033447,2.3478994083404547,2.033233642578125,0.00934600830078125,0.027561187744140625,0.00057220458984375,2097152
76,7.803264141082764,14.3468599319458,9.354069709777832,0.48529401421546936,9.311387062072754,0.7180935144424438,1.4821805953979492,8.404368886947632,8.641673612594605,8.779161548614502,9.023422956466675,9.311387062072754,9.630552291870117,9.973493385314942,10.209591674804688,10.754755840301513,11.560013887405423,0.6071293354034424,2.3503869533538815,2.069711685180664,0.009584426879882812,0.0278472900390625,0.00057220458984375,2097152
77,7.801010608673096,14.336427688598633,9.352503776550293,0.48587751388549805,9.309810638427734,0.7180996537208557,1.480621337890625,8.401900291442871,8.639262485504151,8.776933670043945,9.021480321884155,9.309811115264893,9.629427194595337,9.972791576385498,10.209276103973389,10.755193796157837,11.564203577041653,0.6079468727111816,2.3532935047149657,2.1054744720458984,0.009965896606445312,0.027942657470703125,0.00057220458984375,2097152
78,7.798710823059082,14.321590423583984,9.35090160369873,0.48647305369377136,9.308162689208984,0.7180929780006409,1.4789023399353027,8.39917426109314,8.636858940124512,8.774737358093262,9.019335508346558,9.308163166046143,9.628082275390625,9.972115421295166,10.208728170394897,10.754672775268554,11.566579216003547,0.6087467670440674,2.355498514175414,2.142000198364258,0.010156631469726562,0.0278472900390625,0.00057220458984375,2097152
79,7.796460151672363,14.303027153015137,9.34933090209961,0.4870561957359314,9.306565284729004,0.7180927395820618,1.4772429466247559,8.396444358825683,8.634387016296387,8.772404766082763,9.017294883728027,9.306565284729004,9.62686562538147,9.971387767791748,10.208297204971313,10.754558506011962,11.568481912612917,0.6095707416534424,2.3581141471862797,2.1796226501464844,0.010347366333007812,0.02803802490234375,0.0006198883056640625,2097152
80,7.794230937957764,14.280280113220215,9.347772598266602,0.48763415217399597,9.304895401000977,0.7180923819541931,1.4755430221557617,8.393755578994751,8.63203387260437,8.770179939270019,9.015287160873413,9.304895877838135,9.625679016113281,9.970602035522461,10.207718324661254,10.754443111419677,11.567961401939401,0.6103918552398682,2.360687532424926,2.215290069580078,0.010585784912109375,0.027751922607421875,0.00057220458984375,2097152
81,7.791975975036621,14.252074241638184,9.34619426727295,0.48821812868118286,9.303131103515625,0.7180858850479126,1.4737458229064941,8.39098406791687,8.62961483001709,8.767885208129883,9.013259887695312,9.303131103515625,9.624364376068115,9.9697904586792,10.207013034820557,10.754927577972412,11.568785716056839,0.6111044883728027,2.3639435100555417,2.2559165954589844,0.011110305786132812,0.028133392333984375,0.00057220458984375,2097152
82,7.789756774902344,14.262738227844238,9.344639778137207,0.4887922704219818,9.301504135131836,0.7180604934692383,1.4719047546386719,8.388364849090577,8.627276945114136,8.765665340423585,9.011297225952148,9.301504135131836,9.62321400642395,9.969085693359375,10.206445598602295,10.755144548416137,11.569964396476832,0.6119167804718018,2.3667796993255603,2.2953033447265625,0.011205673217773438,0.0278472900390625,0.0005245208740234375,2097152
83,7.787529945373535,14.286909103393555,9.3430757522583,0.4893687665462494,9.299966812133789,0.7180351614952087,1.4699969291687012,8.3857923412323,8.624908018112183,8.763463020324707,9.009297370910645,9.29996633529663,9.62207317352295,9.96825590133667,10.205825710296631,10.755915584564208,11.573723876953142,0.6127758026123047,2.370123243331909,2.33306884765625,0.011491775512695312,0.027608871459960938,0.0005245208740234375,2097152
84,7.785304069519043,14.306854248046875,9.341509819030762,0.48994484543800354,9.298270225524902,0.7180038690567017,1.468052864074707,8.38323802947998,8.622584867477418,8.761280250549316,9.007304906845093,9.298270225524902,9.620869636535645,9.967450904846192,10.205379390716553,10.756299333572388,11.57535410022738,0.6135647296905518,2.373061304092408,2.370929718017578,0.0118255615234375,0.027942657470703125,0.000476837158203125,2097152
85,7.783052444458008,14.323570251464844,9.339923858642578,0.49052825570106506,9.296651840209961,0.7179807424545288,1.466130256652832,8.380528583526612,8.620223665237427,8.758991241455078,9.005228042602539,9.29665231704712,9.619601488113403,9.966658401489259,10.204904460906983,10.756914920806885,11.57605373573306,0.6143734455108643,2.376386337280273,2.409648895263672,0.012254714965820312,0.02803802490234375,0.000476837158203125,2097152
86,7.780859470367432,14.336606979370117,9.338376998901367,0.49109676480293274,9.294994354248047,0.7179557085037231,1.4642009735107422,8.377937335968017,8.617956161499023,8.75674352645874,9.00322699546814,9.294993877410889,9.618414878845215,9.965801239013672,10.204361820220948,10.757206783294677,11.575848507881215,0.6151878833770752,2.37926944732666,2.450704574584961,0.0125885009765625,0.028133392333984375,0.00057220458984375,2097152
87,7.778697490692139,14.390121459960938,9.3368501663208,0.4916568100452423,9.293468475341797,0.7179059982299805,1.4622178077697754,8.375290460586548,8.615633106231689,8.754508113861084,9.001222372055054,9.293467998504639,9.617244720458984,9.964988613128662,10.204037475585938,10.757606391906737,11.57682287502294,0.6160223484039307,2.382315931320189,2.4907588958740234,0.012969970703125,0.028085708618164062,0.0006198883056640625,2097152
88,7.776523590087891,14.446718215942383,9.335312843322754,0.49222129583358765,9.291826248168945,0.7178673148155212,1.460219383239746,8.372693567276,8.613208341598511,8.75231466293335,8.999136686325073,9.291825771331787,9.616178035736084,9.964134693145752,10.203567934036254,10.757420988082886,11.575340504646302,0.6170413494110107,2.384727420806886,2.531099319458008,0.013589859008789062,0.02765655517578125,0.0006198883056640625,2097152
89,7.774306297302246,14.449378967285156,9.333740234375,0.4927977919578552,9.290136337280273,0.7178383469581604,1.4583005905151367,8.370147705078125,8.61076979637146,8.750079154968262,8.99710726737976,9.290136337280273,9.614883661270142,9.96349973678589,10.203063869476319,10.757956447601318,11.578632361412133,0.6177763938903809,2.387808742523193,2.5739669799804688,0.013971328735351562,0.027894973754882812,0.0007152557373046875,2097152
90,7.7721076011657715,14.434172630310059,9.33218002319336,0.49337098002433777,9.28852653503418,0.7178468704223633,1.4566078186035156,8.367720680236816,8.60843105316162,8.74786376953125,8.995174169540405,9.28852653503418,9.613715410232544,9.962702560424805,10.202413368225098,10.758123188018798,11.578935397148161,0.6185412406921387,2.3904025077819817,2.6131629943847656,0.01430511474609375,0.027799606323242188,0.000762939453125,2097152
91,7.769923210144043,14.424164772033691,9.33062744140625,0.49394020438194275,9.286945343017578,0.7178543210029602,1.4549741744995117,8.365201950073242,8.60616397857666,8.745696067810059,8.993155241012573,9.286945819854736,9.61244010925293,9.961883354187012,10.201964282989502,10.758571376800537,11.577419748306276,0.6192848682403564,2.393369426727295,2.6549339294433594,0.014591217041015625,0.027942657470703125,0.000762939453125,2097152
92,7.767756938934326,14.417095184326172,9.329084396362305,0.49450501799583435,9.285283088684082,0.7178654670715332,1.4533500671386719,8.36283350944519,8.603747653961182,8.74350471496582,8.991227149963379,9.285283088684082,9.611183166503906,9.961064910888673,10.201543807983398,10.759518241882324,11.578960189819373,0.6199560165405273,2.3966847324371336,2.6947498321533203,0.014781951904296875,0.027894973754882812,0.0007152557373046875,2097152
93,7.765636920928955,14.410752296447754,9.327571868896484,0.49505850672721863,9.283685684204102,0.7178952097892761,1.4518871307373047,8.360130834579468,8.601441907882691,8.74125623703003,8.98929476737976,9.283685684204102,9.609876871109009,9.960461616516113,10.200861835479737,10.760073175430298,11.580394249916102,0.620582103729248,2.3999423408508296,2.7379512786865234,0.015163421630859375,0.0278472900390625,0.000762939453125,2097152
94,7.763557434082031,14.404821395874023,9.326085090637207,0.49560269713401794,9.282181739807129,0.7179350256919861,1.4505152702331543,8.357705211639404,8.599164533615113,8.739083290100098,8.987413167953491,9.282181739807129,9.608623504638672,9.95968065261841,10.200564813613891,10.759921951293945,11.582319438934327,0.6212103366851807,2.4022167396545413,2.7779579162597656,0.01583099365234375,0.02765655517578125,0.0008106231689453125,2097152
95,7.76144552230835,14.403525352478027,9.324570655822754,0.4961565136909485,9.280677795410156,0.7180010080337524,1.4492321014404297,8.35524718284607,8.596826553344727,8.73683853149414,8.985481023788452,9.280677795410156,9.607450723648071,9.958806896209717,10.200243139266968,10.760021657943726,11.581581090927143,0.6219696998596191,2.404774475097657,2.8196334838867188,0.016307830810546875,0.0278472900390625,0.0008106231689453125,2097152
96,7.759367942810059,14.422484397888184,9.323080062866211,0.49670296907424927,9.279106140136719,0.7180682420730591,1.4480347633361816,8.352783689498901,8.594518756866455,8.73474407196045,8.983601331710815,9.279106140136719,9.606194734573364,9.958274650573731,10.199762678146362,10.76039981842041,11.582439256668103,0.6225934028625488,2.407616128921509,2.8638839721679688,0.016927719116210938,0.027894973754882812,0.0008106231689453125,2097152
97,7.75735330581665,14.438000679016113,9.321630477905273,0.497234046459198,9.277547836303711,0.7181504368782043,1.446944236755371,8.350356178283691,8.592377328872681,8.73268814086914,8.981706380844116,9.277547836303711,9.605064392089844,9.957539367675782,10.199159812927245,10.75987138748169,11.582365472793617,0.6233580112457275,2.4095152091979983,2.9032230377197266,0.017547607421875,0.028085708618164062,0.0008106231689453125,2097152
98,7.755346775054932,14.449018478393555,9.320183753967285,0.49776411056518555,9.276073455810547,0.718247652053833,1.4459357261657715,8.34801833152771,8.590150833129883,8.73066234588623,8.979797124862671,9.276072978973389,9.60399842262268,9.956756496429444,10.198496675491333,10.760145616531371,11.582260881423968,0.6242012977600098,2.4121272850036615,2.9455184936523438,0.018167495727539062,0.02803802490234375,0.000858306884765625,2097152
99,7.75329065322876,14.449421882629395,9.318697929382324,0.49830710887908936,9.274541854858398,0.7183435559272766,1.444960594177246,8.345784549713136,8.587818241119384,8.728537654876709,8.978022336959839,9.274541854858398,9.602796077728271,9.955887699127198,10.197809648513793,10.76010950088501,11.585500887870815,0.6247737407684326,2.4143249511718743,2.985811233520508,0.018835067749023438,0.02803802490234375,0.000762939453125,2097152
